Filepath,transit_time
/data/LASCO_C2_FITS/ICME_044_19990629_195400_22047777.fts,52
/data/LASCO_C2_FITS/ICME_044_19990629_195400_22047778.fts,52
/data/LASCO_C2_FITS/ICME_044_19990629_195400_22047783.fts,52
/data/LASCO_C2_FITS/ICME_044_19990629_195400_22047779.fts,52
/data/LASCO_C2_FITS/ICME_044_19990629_195400_22047782.fts,52
/data/LASCO_C2_FITS/ICME_045_19990703_195400_22048032.fts,66
/data/LASCO_C2_FITS/ICME_045_19990703_195400_22048026.fts,66
/data/LASCO_C2_FITS/ICME_045_19990703_195400_22048027.fts,66
/data/LASCO_C2_FITS/ICME_045_19990703_195400_22048033.fts,66
/data/LASCO_C2_FITS/ICME_045_19990703_195400_22048031.fts,66
/data/LASCO_C2_FITS/ICME_045_19990703_195400_22048029.fts,66
/data/LASCO_C2_FITS/ICME_045_19990703_195400_22048030.fts,66
/data/LASCO_C2_FITS/ICME_045_19990703_195400_22048028.fts,66
/data/LASCO_C2_FITS/ICME_046_19990707_193100_22048275.fts,101
/data/LASCO_C2_FITS/ICME_046_19990707_193100_22048278.fts,101
/data/LASCO_C2_FITS/ICME_046_19990707_193100_22048273.fts,101
/data/LASCO_C2_FITS/ICME_046_19990707_193100_22048274.fts,101
/data/LASCO_C2_FITS/ICME_046_19990707_193100_22048277.fts,101
/data/LASCO_C2_FITS/ICME_046_19990707_193100_22048272.fts,101
/data/LASCO_C2_FITS/ICME_046_19990707_193100_22048276.fts,101
/data/LASCO_C2_FITS/ICME_046_19990707_193100_22048279.fts,101
/data/LASCO_C2_FITS/ICME_047_19990723_213000_22049292.fts,74
/data/LASCO_C2_FITS/ICME_047_19990723_213000_22049291.fts,74
/data/LASCO_C2_FITS/ICME_047_19990723_213000_22049290.fts,74
/data/LASCO_C2_FITS/ICME_048_19990728_043000_22049563.fts,49
/data/LASCO_C2_FITS/ICME_048_19990728_043000_22049561.fts,49
/data/LASCO_C2_FITS/ICME_048_19990728_043000_22049562.fts,49
/data/LASCO_C2_FITS/ICME_048_19990728_043000_22049564.fts,49
/data/LASCO_C2_FITS/ICME_048_19990728_043000_22049560.fts,49
/data/LASCO_C2_FITS/ICME_048_19990728_043000_22049559.fts,49
/data/LASCO_C2_FITS/ICME_049_19990728_090600_22049575.fts,83
/data/LASCO_C2_FITS/ICME_049_19990728_090600_22049572.fts,83
/data/LASCO_C2_FITS/ICME_049_19990728_090600_22049576.fts,83
/data/LASCO_C2_FITS/ICME_049_19990728_090600_22049573.fts,83
/data/LASCO_C2_FITS/ICME_049_19990728_090600_22049574.fts,83
/data/LASCO_C2_FITS/ICME_050_19990801_215000_22049863.fts,51
/data/LASCO_C2_FITS/ICME_050_19990801_215000_22049864.fts,51
/data/LASCO_C2_FITS/ICME_050_19990801_215000_22049865.fts,51
/data/LASCO_C2_FITS/ICME_051_19990809_032600_22050312.fts,67
/data/LASCO_C2_FITS/ICME_051_19990809_032600_22050315.fts,67
/data/LASCO_C2_FITS/ICME_051_19990809_032600_22050316.fts,67
/data/LASCO_C2_FITS/ICME_051_19990809_032600_22050313.fts,67
/data/LASCO_C2_FITS/ICME_052_19990817_133100_22050904.fts,81
/data/LASCO_C2_FITS/ICME_052_19990817_133100_22050899.fts,81
/data/LASCO_C2_FITS/ICME_052_19990817_133100_22050896.fts,81
/data/LASCO_C2_FITS/ICME_052_19990817_133100_22050905.fts,81
/data/LASCO_C2_FITS/ICME_052_19990817_133100_22050901.fts,81
/data/LASCO_C2_FITS/ICME_052_19990817_133100_22050902.fts,81
/data/LASCO_C2_FITS/ICME_052_19990817_133100_22050903.fts,81
/data/LASCO_C2_FITS/ICME_052_19990817_133100_22050898.fts,81
/data/LASCO_C2_FITS/ICME_052_19990817_133100_22050897.fts,81
/data/LASCO_C2_FITS/ICME_052_19990817_133100_22050900.fts,81
/data/LASCO_C2_FITS/ICME_053_19990912_005400_22052783.fts,78
/data/LASCO_C2_FITS/ICME_053_19990912_005400_22052780.fts,78
/data/LASCO_C2_FITS/ICME_053_19990912_005400_22052784.fts,78
/data/LASCO_C2_FITS/ICME_053_19990912_005400_22052781.fts,78
/data/LASCO_C2_FITS/ICME_053_19990912_005400_22052782.fts,78
/data/LASCO_C2_FITS/ICME_054_19990913_173100_22052902.fts,50
/data/LASCO_C2_FITS/ICME_054_19990913_173100_22052901.fts,50
/data/LASCO_C2_FITS/ICME_054_19990913_173100_22052899.fts,50
/data/LASCO_C2_FITS/ICME_054_19990913_173100_22052903.fts,50
/data/LASCO_C2_FITS/ICME_054_19990913_173100_22052900.fts,50
/data/LASCO_C2_FITS/ICME_055_19990920_060600_22053326.fts,53
/data/LASCO_C2_FITS/ICME_055_19990920_060600_22053325.fts,53
/data/LASCO_C2_FITS/ICME_055_19990920_060600_22053327.fts,53
/data/LASCO_C2_FITS/ICME_055_19990920_060600_22053324.fts,53
/data/LASCO_C2_FITS/ICME_055_19990920_060600_22053323.fts,53
/data/LASCO_C2_FITS/ICME_056_19991018_000600_22054974.fts,73
/data/LASCO_C2_FITS/ICME_056_19991018_000600_22054975.fts,73
/data/LASCO_C2_FITS/ICME_056_19991018_000600_22054976.fts,73
/data/LASCO_C2_FITS/ICME_056_19991018_000600_22054972.fts,73
/data/LASCO_C2_FITS/ICME_056_19991018_000600_22054973.fts,73
/data/LASCO_C2_FITS/ICME_057_19991025_142600_22055487.fts,69
/data/LASCO_C2_FITS/ICME_057_19991025_142600_22055486.fts,69
/data/LASCO_C2_FITS/ICME_057_19991025_142600_22055488.fts,69
/data/LASCO_C2_FITS/ICME_057_19991025_142600_22055489.fts,69
/data/LASCO_C2_FITS/ICME_057_19991025_142600_22055491.fts,69
/data/LASCO_C2_FITS/ICME_057_19991025_142600_22055490.fts,69
/data/LASCO_C2_FITS/ICME_058_19991222_193100_22058221.fts,97
/data/LASCO_C2_FITS/ICME_058_19991222_193100_22058213.fts,97
/data/LASCO_C2_FITS/ICME_058_19991222_193100_22058217.fts,97
/data/LASCO_C2_FITS/ICME_058_19991222_193100_22058220.fts,97
/data/LASCO_C2_FITS/ICME_058_19991222_193100_22058218.fts,97
/data/LASCO_C2_FITS/ICME_058_19991222_193100_22058214.fts,97
/data/LASCO_C2_FITS/ICME_058_19991222_193100_22058216.fts,97
/data/LASCO_C2_FITS/ICME_058_19991222_193100_22058219.fts,97
/data/LASCO_C2_FITS/ICME_058_19991222_193100_22058212.fts,97
/data/LASCO_C2_FITS/ICME_058_19991222_193100_22058215.fts,97
/data/LASCO_C2_FITS/ICME_059_20000118_175400_22059714.fts,78
/data/LASCO_C2_FITS/ICME_059_20000118_175400_22059715.fts,78
/data/LASCO_C2_FITS/ICME_059_20000118_175400_22059716.fts,78
/data/LASCO_C2_FITS/ICME_059_20000118_175400_22059713.fts,78
/data/LASCO_C2_FITS/ICME_059_20000118_175400_22059717.fts,78
/data/LASCO_C2_FITS/ICME_060_20000208_093000_22061466.fts,64
/data/LASCO_C2_FITS/ICME_060_20000208_093000_22061464.fts,64
/data/LASCO_C2_FITS/ICME_060_20000208_093000_22061468.fts,64
/data/LASCO_C2_FITS/ICME_060_20000208_093000_22061465.fts,64
/data/LASCO_C2_FITS/ICME_060_20000208_093000_22061463.fts,64
/data/LASCO_C2_FITS/ICME_060_20000208_093000_22061467.fts,64
/data/LASCO_C2_FITS/ICME_061_20000210_023000_22061573.fts,44
/data/LASCO_C2_FITS/ICME_061_20000210_023000_22061571.fts,44
/data/LASCO_C2_FITS/ICME_061_20000210_023000_22061568.fts,44
/data/LASCO_C2_FITS/ICME_061_20000210_023000_22061569.fts,44
/data/LASCO_C2_FITS/ICME_061_20000210_023000_22061572.fts,44
/data/LASCO_C2_FITS/ICME_061_20000210_023000_22061570.fts,44
/data/LASCO_C2_FITS/ICME_062_20000212_043100_22061713.fts,50
/data/LASCO_C2_FITS/ICME_062_20000212_043100_22061714.fts,50
/data/LASCO_C2_FITS/ICME_062_20000212_043100_22061715.fts,50
/data/LASCO_C2_FITS/ICME_062_20000212_043100_22061716.fts,50
/data/LASCO_C2_FITS/ICME_062_20000212_043100_22061717.fts,50
/data/LASCO_C2_FITS/ICME_063_20000217_213000_22062110.fts,71
/data/LASCO_C2_FITS/ICME_063_20000217_213000_22062108.fts,71
/data/LASCO_C2_FITS/ICME_063_20000217_213000_22062107.fts,71
/data/LASCO_C2_FITS/ICME_063_20000217_213000_22062111.fts,71
/data/LASCO_C2_FITS/ICME_063_20000217_213000_22062109.fts,71
/data/LASCO_C2_FITS/ICME_064_20000404_163200_22065142.fts,47
/data/LASCO_C2_FITS/ICME_064_20000404_163200_22065148.fts,47
/data/LASCO_C2_FITS/ICME_064_20000404_163200_22065146.fts,47
/data/LASCO_C2_FITS/ICME_064_20000404_163200_22065144.fts,47
/data/LASCO_C2_FITS/ICME_064_20000404_163200_22065147.fts,47
/data/LASCO_C2_FITS/ICME_064_20000404_163200_22065143.fts,47
/data/LASCO_C2_FITS/ICME_065_20000415_103500_22065910.fts,81
/data/LASCO_C2_FITS/ICME_065_20000415_103500_22065908.fts,81
/data/LASCO_C2_FITS/ICME_065_20000415_103500_22065906.fts,81
/data/LASCO_C2_FITS/ICME_065_20000415_103500_22065905.fts,81
/data/LASCO_C2_FITS/ICME_065_20000415_103500_22065909.fts,81
/data/LASCO_C2_FITS/ICME_065_20000415_103500_22065907.fts,81
/data/LASCO_C2_FITS/ICME_065_20000415_103500_22065911.fts,81
/data/LASCO_C2_FITS/ICME_066_20000429_043000_22066839.fts,78
/data/LASCO_C2_FITS/ICME_066_20000429_043000_22066840.fts,78
/data/LASCO_C2_FITS/ICME_066_20000429_043000_22066842.fts,78
/data/LASCO_C2_FITS/ICME_066_20000429_043000_22066841.fts,78
/data/LASCO_C2_FITS/ICME_067_20000510_200600_22067654.fts,56
/data/LASCO_C2_FITS/ICME_067_20000510_200600_22067656.fts,56
/data/LASCO_C2_FITS/ICME_067_20000510_200600_22067649.fts,56
/data/LASCO_C2_FITS/ICME_067_20000510_200600_22067655.fts,56
/data/LASCO_C2_FITS/ICME_067_20000510_200600_22067648.fts,56
/data/LASCO_C2_FITS/ICME_067_20000510_200600_22067653.fts,56
/data/LASCO_C2_FITS/ICME_067_20000510_200600_22067647.fts,56
/data/LASCO_C2_FITS/ICME_067_20000510_200600_22067651.fts,56
/data/LASCO_C2_FITS/ICME_067_20000510_200600_22067650.fts,56
/data/LASCO_C2_FITS/ICME_068_20000513_122600_22067840.fts,77
/data/LASCO_C2_FITS/ICME_068_20000513_122600_22067841.fts,77
/data/LASCO_C2_FITS/ICME_068_20000513_122600_22067842.fts,77
/data/LASCO_C2_FITS/ICME_068_20000513_122600_22067839.fts,77
/data/LASCO_C2_FITS/ICME_068_20000513_122600_22067838.fts,77
/data/LASCO_C2_FITS/ICME_069_20000520_145000_22068338.fts,49
/data/LASCO_C2_FITS/ICME_069_20000520_145000_22068342.fts,49
/data/LASCO_C2_FITS/ICME_069_20000520_145000_22068341.fts,49
/data/LASCO_C2_FITS/ICME_069_20000520_145000_22068340.fts,49
/data/LASCO_C2_FITS/ICME_069_20000520_145000_22068339.fts,49
/data/LASCO_C2_FITS/ICME_069_20000520_145000_22068343.fts,49
/data/LASCO_C2_FITS/ICME_070_20000521_072600_22068390.fts,60
/data/LASCO_C2_FITS/ICME_070_20000521_072600_22068393.fts,60
/data/LASCO_C2_FITS/ICME_070_20000521_072600_22068388.fts,60
/data/LASCO_C2_FITS/ICME_070_20000521_072600_22068391.fts,60
/data/LASCO_C2_FITS/ICME_070_20000521_072600_22068389.fts,60
/data/LASCO_C2_FITS/ICME_070_20000521_072600_22068392.fts,60
/data/LASCO_C2_FITS/ICME_071_20000531_080600_22069087.fts,102
/data/LASCO_C2_FITS/ICME_071_20000531_080600_22069086.fts,102
/data/LASCO_C2_FITS/ICME_071_20000531_080600_22069091.fts,102
/data/LASCO_C2_FITS/ICME_071_20000531_080600_22069088.fts,102
/data/LASCO_C2_FITS/ICME_071_20000531_080600_22069090.fts,102
/data/LASCO_C2_FITS/ICME_071_20000531_080600_22069089.fts,102
/data/LASCO_C2_FITS/ICME_073_20000620_091000_22070856.fts,75
/data/LASCO_C2_FITS/ICME_073_20000620_091000_22070854.fts,75
/data/LASCO_C2_FITS/ICME_073_20000620_091000_22070857.fts,75
/data/LASCO_C2_FITS/ICME_073_20000620_091000_22070859.fts,75
/data/LASCO_C2_FITS/ICME_073_20000620_091000_22070858.fts,75
/data/LASCO_C2_FITS/ICME_073_20000620_091000_22070855.fts,75
/data/LASCO_C2_FITS/ICME_073_20000620_091000_22070861.fts,75
/data/LASCO_C2_FITS/ICME_074_20000707_102600_22072019.fts,67
/data/LASCO_C2_FITS/ICME_074_20000707_102600_22072022.fts,67
/data/LASCO_C2_FITS/ICME_074_20000707_102600_22072020.fts,67
/data/LASCO_C2_FITS/ICME_074_20000707_102600_22072017.fts,67
/data/LASCO_C2_FITS/ICME_074_20000707_102600_22072021.fts,67
/data/LASCO_C2_FITS/ICME_074_20000707_102600_22072018.fts,67
/data/LASCO_C2_FITS/ICME_075_20000708_235000_22072122.fts,59
/data/LASCO_C2_FITS/ICME_076_20000711_132700_22072304.fts,43
/data/LASCO_C2_FITS/ICME_076_20000711_132700_22072302.fts,43
/data/LASCO_C2_FITS/ICME_076_20000711_132700_22072303.fts,43
/data/LASCO_C2_FITS/ICME_076_20000711_132700_22072307.fts,43
/data/LASCO_C2_FITS/ICME_076_20000711_132700_22072305.fts,43
/data/LASCO_C2_FITS/ICME_076_20000711_132700_22072306.fts,43
/data/LASCO_C2_FITS/ICME_076_20000711_132700_22072301.fts,43
/data/LASCO_C2_FITS/ICME_077_20000712_203000_22072395.fts,42
/data/LASCO_C2_FITS/ICME_077_20000712_203000_22072396.fts,42
/data/LASCO_C2_FITS/ICME_077_20000712_203000_22072397.fts,42
/data/LASCO_C2_FITS/ICME_077_20000712_203000_22072401.fts,42
/data/LASCO_C2_FITS/ICME_077_20000712_203000_22072402.fts,42
/data/LASCO_C2_FITS/ICME_077_20000712_203000_22072398.fts,42
/data/LASCO_C2_FITS/ICME_077_20000712_203000_22072399.fts,42
/data/LASCO_C2_FITS/ICME_077_20000712_203000_22072400.fts,42
/data/LASCO_C2_FITS/ICME_078_20000714_105400_22072506.fts,27
/data/LASCO_C2_FITS/ICME_079_20000717_085400_22072668.fts,53
/data/LASCO_C2_FITS/ICME_079_20000717_085400_22072667.fts,53
/data/LASCO_C2_FITS/ICME_079_20000717_085400_22072666.fts,53
/data/LASCO_C2_FITS/ICME_079_20000717_085400_22072671.fts,53
/data/LASCO_C2_FITS/ICME_079_20000717_085400_22072670.fts,53
/data/LASCO_C2_FITS/ICME_079_20000717_085400_22072669.fts,53
/data/LASCO_C2_FITS/ICME_080_20000722_115400_22072811.fts,86
/data/LASCO_C2_FITS/ICME_080_20000722_115400_22072812.fts,86
/data/LASCO_C2_FITS/ICME_080_20000722_115400_22072810.fts,86
/data/LASCO_C2_FITS/ICME_080_20000722_115400_22072813.fts,86
/data/LASCO_C2_FITS/ICME_080_20000722_115400_22072814.fts,86
/data/LASCO_C2_FITS/ICME_081_20000723_053000_22072862.fts,84
/data/LASCO_C2_FITS/ICME_081_20000723_053000_22072863.fts,84
/data/LASCO_C2_FITS/ICME_081_20000723_053000_22072865.fts,84
/data/LASCO_C2_FITS/ICME_081_20000723_053000_22072866.fts,84
/data/LASCO_C2_FITS/ICME_081_20000723_053000_22072864.fts,84
/data/LASCO_C2_FITS/ICME_082_20000725_033000_22072999.fts,74
/data/LASCO_C2_FITS/ICME_082_20000725_033000_22072997.fts,74
/data/LASCO_C2_FITS/ICME_082_20000725_033000_22072998.fts,74
/data/LASCO_C2_FITS/ICME_082_20000725_033000_22072996.fts,74
/data/LASCO_C2_FITS/ICME_082_20000725_033000_22072995.fts,74
/data/LASCO_C2_FITS/ICME_082_20000725_033000_22072994.fts,74
/data/LASCO_C2_FITS/ICME_083_20000806_223000_22073867.fts,78
/data/LASCO_C2_FITS/ICME_083_20000806_223000_22073868.fts,78
/data/LASCO_C2_FITS/ICME_083_20000806_223000_22073869.fts,78
/data/LASCO_C2_FITS/ICME_083_20000806_223000_22073870.fts,78
/data/LASCO_C2_FITS/ICME_084_20000809_163000_22074044.fts,49
/data/LASCO_C2_FITS/ICME_084_20000809_163000_22074048.fts,49
/data/LASCO_C2_FITS/ICME_084_20000809_163000_22074045.fts,49
/data/LASCO_C2_FITS/ICME_084_20000809_163000_22074049.fts,49
/data/LASCO_C2_FITS/ICME_084_20000809_163000_22074047.fts,49
/data/LASCO_C2_FITS/ICME_084_20000809_163000_22074046.fts,49
/data/LASCO_C2_FITS/ICME_085_20000812_145400_22074252.fts,54
/data/LASCO_C2_FITS/ICME_085_20000812_145400_22074253.fts,54
/data/LASCO_C2_FITS/ICME_085_20000812_145400_22074251.fts,54
/data/LASCO_C2_FITS/ICME_085_20000812_145400_22074256.fts,54
/data/LASCO_C2_FITS/ICME_085_20000812_145400_22074254.fts,54
/data/LASCO_C2_FITS/ICME_085_20000812_145400_22074255.fts,54
/data/LASCO_C2_FITS/ICME_086_20000829_183000_22075441.fts,98
/data/LASCO_C2_FITS/ICME_086_20000829_183000_22075443.fts,98
/data/LASCO_C2_FITS/ICME_086_20000829_183000_22075442.fts,98
/data/LASCO_C2_FITS/ICME_086_20000829_183000_22075445.fts,98
/data/LASCO_C2_FITS/ICME_086_20000829_183000_22075444.fts,98
/data/LASCO_C2_FITS/ICME_087_20000904_060600_22075841.fts,58
/data/LASCO_C2_FITS/ICME_087_20000904_060600_22075842.fts,58
/data/LASCO_C2_FITS/ICME_087_20000904_060600_22075840.fts,58
/data/LASCO_C2_FITS/ICME_087_20000904_060600_22075843.fts,58
/data/LASCO_C2_FITS/ICME_087_20000904_060600_22075839.fts,58
/data/LASCO_C2_FITS/ICME_088_20000905_055400_22075906.fts,75
/data/LASCO_C2_FITS/ICME_088_20000905_055400_22075908.fts,75
/data/LASCO_C2_FITS/ICME_088_20000905_055400_22075909.fts,75
/data/LASCO_C2_FITS/ICME_088_20000905_055400_22075910.fts,75
/data/LASCO_C2_FITS/ICME_088_20000905_055400_22075907.fts,75
/data/LASCO_C2_FITS/ICME_089_20000912_115400_22076537.fts,64
/data/LASCO_C2_FITS/ICME_089_20000912_115400_22076536.fts,64
/data/LASCO_C2_FITS/ICME_089_20000912_115400_22076535.fts,64
/data/LASCO_C2_FITS/ICME_089_20000912_115400_22076534.fts,64
/data/LASCO_C2_FITS/ICME_090_20000916_051800_22076789.fts,35
/data/LASCO_C2_FITS/ICME_090_20000916_051800_22076787.fts,35
/data/LASCO_C2_FITS/ICME_090_20000916_051800_22076788.fts,35
/data/LASCO_C2_FITS/ICME_090_20000916_051800_22076790.fts,35
/data/LASCO_C2_FITS/ICME_090_20000916_051800_22076786.fts,35
/data/LASCO_C2_FITS/ICME_091_20000929_215000_22077748.fts,74
/data/LASCO_C2_FITS/ICME_091_20000929_215000_22077747.fts,74
/data/LASCO_C2_FITS/ICME_091_20000929_215000_22077746.fts,74
/data/LASCO_C2_FITS/ICME_091_20000929_215000_22077744.fts,74
/data/LASCO_C2_FITS/ICME_091_20000929_215000_22077751.fts,74
/data/LASCO_C2_FITS/ICME_091_20000929_215000_22077752.fts,74
/data/LASCO_C2_FITS/ICME_091_20000929_215000_22077750.fts,74
/data/LASCO_C2_FITS/ICME_091_20000929_215000_22077749.fts,74
/data/LASCO_C2_FITS/ICME_091_20000929_215000_22077745.fts,74
/data/LASCO_C2_FITS/ICME_092_20001002_202600_22077955.fts,54
